Name,,Location,din_rev,del_rev,category,Cuisine_offered,cost_for_two,is_vegeterian,is_bar_available,home_delivery,offers_dining,avg_din_rate,avg_del_rate
The Bakery - Holiday Inn Jaipur,,Bais Godam,62 Dining Reviews,135 Delivery Reviews,Bakery ,"Bakery, Desserts",500,no,no,yes,yes,3.7,3.6
The Bakery & Cafe,,Gopalpura,Not enough Dining Reviews,Does not offer Delivery,"Bakery, Quick Bites ","Bakery, Fast Food",150,yes,no,no,yes,,
The Bamboos,,Ajmer Highway,12 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, South Indian, Fast Food",900,no,no,yes,yes,3.2,
The Bar,,Sikar Road,9 Dining Reviews,Does not offer Delivery,Bar ,"Finger Food, North Indian, Chinese","1,300",no,yes,no,yes,2.9,
The Barbeque Company,,Malviya Nagar,"1,164 Dining Reviews",458 Delivery Reviews,Casual Dining ,"North Indian, Chinese, BBQ","1,200",no,no,yes,yes,4.5,3.6
The Basil Pizzeria & Restaurant,,Vaishali Nagar,49 Dining Reviews,165 Delivery Reviews,Casual Dining ,"Italian, Beverages",700,yes,no,yes,yes,3.2,3.2
The Bawarchi,,Shastri Nagar,18 Dining Reviews,193 Delivery Reviews,Quick Bites ,"North Indian, Chinese, Italian",500,yes,no,yes,yes,3,3.7
The Beer Affair,,Malviya Nagar,159 Dining Reviews,Does not offer Delivery,"Bar, Casual Dining ","North Indian, Chinese, Mughlai","1,200",no,no,no,yes,3.9,
The Belgian Waffle Co.,,C Scheme,509 Dining Reviews,"2,691 Delivery Reviews",Dessert Parlor ,"Desserts, Beverages, Fast Food",300,yes,no,yes,yes,4.4,4.1
The Belgian Waffle Co.,,Malviya Nagar,Does not offer Dining,"3,127 Delivery Reviews",,"Desserts, Beverages, Fast Food",300,no,no,yes,no,,4.1
The Belgian Waffle Co.,,Vaishali Nagar,434 Dining Reviews,"1,524 Delivery Reviews",Dessert Parlor ,"Desserts, Beverages, Fast Food",300,yes,no,yes,yes,4.4,4.2
The Belgian Waffle Co.,,Mansarovar,104 Dining Reviews,964 Delivery Reviews,Dessert Parlor ,"Desserts, Beverages, Fast Food",300,yes,no,yes,yes,3.8,4.2
The Belgian Waffle Co.,,Malviya Nagar,Does not offer Dining,57 Delivery Reviews,Dessert Parlor ,"Desserts, Beverages, Fast Food",300,yes,no,yes,no,,4.4
The Bella Italia,,Sansar Chandra Road,14 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"Italian, Fast Food, North Indian","1,000",no,no,yes,yes,3.4,
The Bellefin Restaurant,,Lal Kothi,Not enough Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Fast Food, Continental, Desserts, Beverages",650,no,no,yes,yes,,
The Best Food Bakers,,C Scheme,Does not offer Dining,24 Delivery Reviews,,"Fast Food, Beverages, Desserts",300,yes,no,yes,no,,3.9
The Best Seller,,Jhotwara,5 Dining Reviews,Does not offer Delivery,Dessert Parlor ,Ice Cream,100,no,no,no,yes,3.1,
The Bhoora Dhaba,,Amer,98 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Chinese",300,no,no,yes,yes,3.8,
The Big Fat Joint,,Mansarovar,Does not offer Dining,Not enough Delivery Reviews,,"Fast Food, Beverages",350,no,no,yes,no,,
The Biryani Croft,,East Jaipur,Does not offer Dining,Not enough Delivery Reviews,,"Biryani, North Indian, Fast Food",500,no,no,yes,no,,
The Biryani Croft,,South Jaipur,Does not offer Dining,153 Delivery Reviews,,"Biryani, North Indian, Rolls",500,no,no,yes,no,,3.6
The Biryani Life,,Central Jaipur,Does not offer Dining,151 Delivery Reviews,,"Biryani, North Indian",350,no,no,yes,no,,3.7
The Black Birds Cafe,,Mansarovar,23 Dining Reviews,Not enough Delivery Reviews,CAFÉ ,"North Indian, Fast Food, Beverages",600,no,no,yes,yes,3.3,
The Black Sugar Cafe,,Sodala,43 Dining Reviews,156 Delivery Reviews,Quick Bites ,"Fast Food, North Indian, Burger, Pizza, Italian, Chinese, Desserts, Beverages",200,yes,no,yes,yes,3.8,3.3
The Bombay Bakehouse,,South Jaipur,Does not offer Dining,12 Delivery Reviews,Bakery ,"Bakery, Desserts",300,no,no,yes,no,,3.7
The Booze Factory,,Shyam Nagar,6 Dining Reviews,Does not offer Delivery,Bar ,Finger Food,900,no,yes,no,yes,3.2,
The Booze Restobar,,Vaishali Nagar,81 Dining Reviews,Not enough Delivery Reviews,Bar ,"Chinese, North Indian, Fast Food, Beverages","1,300",no,yes,yes,yes,3.5,
The Bowl Meal,,Sindhi Camp,Does not offer Dining,48 Delivery Reviews,,"North Indian, Chinese, Fast Food",500,no,no,yes,no,,3.2
The Bowl Showl,,Raja Park,Does not offer Dining,258 Delivery Reviews,,North Indian,300,no,no,yes,no,,3.6
The Bozo Cafe,,Pratap Nagar,17 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Fast Food, Chinese, Beverages",250,yes,no,yes,yes,3.6,
The Brew Headquarters,,Adarsh Nagar,9 Dining Reviews,Not enough Delivery Reviews,CAFÉ ,"Cafe, North Indian",500,no,no,yes,yes,3.2,
The Brewberry Cafe,,Raja Park,387 Dining Reviews,109 Delivery Reviews,CAFÉ ,"Cafe, Fast Food, Italian, Desserts, Beverages",650,no,no,yes,yes,3.8,3.8
The Bridge - Hotel Clarks Inn,,Bani Park,25 Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Continental","1,200",no,no,no,yes,3,
The Broken Egg,,Malviya Nagar,Does not offer Dining,102 Delivery Reviews,,Street Food,250,no,no,yes,no,,3.9
The Brotherhood Cafe & Restaurant,,Pratap Nagar,4 Dining Reviews,Does not offer Delivery,Quick Bites ,"North Indian, Chinese, Fast Food, Beverages",400,no,no,no,yes,3.6,
The Browns Bite Cafe Bakers,,Malviya Nagar,62 Dining Reviews,170 Delivery Reviews,Quick Bites ,"Fast Food, Chinese, Pizza, Beverages",500,yes,no,yes,yes,3.7,3.3
The Bunk House Cafe,,Sitapur,8 Dining Reviews,Not enough Delivery Reviews,CAFÉ ,"North Indian, Fast Food, Chinese",400,yes,no,yes,yes,3.3,
The Bunny's Kitchen,,Malviya Nagar,8 Dining Reviews,50 Delivery Reviews,Quick Bites ,"North Indian, Chinese, Fast Food",300,no,no,yes,yes,3.3,3.5
The Burans Food Paradise,,Mansarovar,Does not offer Dining,53 Delivery Reviews,,"Chinese, North Indian, Fast Food",500,yes,no,yes,no,,3.8
The Burger & Mocktail House,,Shyam Nagar,12 Dining Reviews,130 Delivery Reviews,Quick Bites ,"Burger, Beverages",300,no,no,yes,yes,2.8,3.7
The Burger Adda,,Pratap Nagar,Does not offer Dining,Not enough Delivery Reviews,,"Burger, Fast Food",400,no,no,yes,no,,
The Burger Buggy,,Jhotwara,Does not offer Dining,Not enough Delivery Reviews,Food Truck ,Fast Food,150,no,no,yes,no,,
The Burger Hub,,Shyam Nagar,6 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,Fast Food,200,no,no,yes,yes,3.7,
The Burger Street,,Raja Park,16 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Burger, Fast Food, Chinese",450,yes,no,yes,yes,2.9,
The Burning Train Cafe And Restaurant,,Jagatpura,7 Dining Reviews,96 Delivery Reviews,Quick Bites ,"Fast Food, North Indian",250,no,no,yes,yes,2.6,3
The CAFÉ Express - The Lalit,,Jawahar Nagar,158 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"South Indian, Cafe",800,yes,no,yes,yes,4,
The Cafe Zone,,Mansarovar,158 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Italian, Chinese",500,no,no,yes,yes,,
The Cake Hub,,Pratap Nagar,Not enough Dining Reviews,Does not offer Delivery,Bakery ,"Bakery, Desserts",250,no,no,no,yes,,
The Cake Lady,,Mansarovar,Does not offer Dining,52 Delivery Reviews,Bakery ,Bakery,200,no,no,yes,no,,4.2
The CaveLand Restaurant,,Sitapur,122 Dining Reviews,808 Delivery Reviews,Casual Dining ,"North Indian, Rajasthani, Chinese, Fast Food",800,yes,no,yes,yes,3.3,3.8
The Celebration Day,,Mansarovar,62 Dining Reviews,28 Delivery Reviews,"Beverage Shop, Quick Bites ","Beverages, Fast Food",300,yes,no,yes,yes,3.8,3.9
The Chaap Hut,,Bais Godam,Not enough Dining Reviews,Does not offer Delivery,Food Court ,North Indian,350,yes,no,no,yes,,
The Chai Bar,,Durgapura,Does not offer Dining,32 Delivery Reviews,,"Fast Food, Street Food, Beverages",300,no,no,yes,no,,2.9
The Chamber Of Princess,,Sikar Road,10 Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Chinese, Italian, Mughlai, Fast Food, BBQ","1,300",no,yes,no,yes,2.5,
The Chawla Express,,Sodala,12 Dining Reviews,143 Delivery Reviews,Quick Bites ,"North Indian, Chinese",400,no,no,yes,yes,3.2,3.6
The Chef Inn,,Mansarovar,52 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"Italian, Continental, North Indian",600,yes,no,yes,yes,2.8,
The Chicken Corner,,Pratap Nagar,21 Dining Reviews,220 Delivery Reviews,Quick Bites ,"North Indian, Chinese",500,no,no,yes,yes,3.4,3.9
The Chicken Rooster,,Mansarovar,8 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,North Indian,400,no,no,yes,yes,3.5,
The Chill Grill,,Bais Godam,Does not offer Dining,Not enough Delivery Reviews,,"North Indian, Chinese, Sandwich",400,no,no,yes,no,,
The China King,,Pratap Nagar,Does not offer Dining,73 Delivery Reviews,,Chinese,250,no,no,yes,no,,3.8
The Chinese Fusion,,Khatipura Road,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Chinese, Fast Food",250,no,no,yes,yes,,
The Clock 24,,Jhotwara,34 Dining Reviews,286 Delivery Reviews,Quick Bites ,"Chinese, Fast Food",250,no,no,yes,yes,3.3,3.3
The Clove,,Sitapur,7 Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Continental, Chinese, Fast Food","1,500",no,no,no,yes,3.6,
The Clove - Royale Lalit Hotel,,Vaishali Nagar,63 Dining Reviews,Not enough Delivery Reviews,Fine Dining ,"North Indian, Chinese, Continental, Italian","1,500",yes,no,yes,yes,3.5,
The Coffee Club,,Mansarovar,5 Dining Reviews,Does not offer Delivery,Quick Bites ,"Fast Food, Beverages",300,yes,no,no,yes,3.1,
The Coffee Hub,,Malviya Nagar,72 Dining Reviews,227 Delivery Reviews,"Beverage Shop, Quick Bites ","Beverages, Fast Food",500,yes,no,yes,yes,3.8,3.4
The Coffee Tree,,Durgapura,182 Dining Reviews,"5,510 Delivery Reviews",Quick Bites ,"Fast Food, Bakery, Beverages",500,yes,no,yes,yes,3.6,3.2
The Corner Cafe & Bistro,,Vaishali Nagar,Not enough Dining Reviews,Not enough Delivery Reviews,CAFÉ ,"North Indian, South Indian, Fast Food, Chinese, Beverages",600,no,no,yes,yes,,
The Corner Cafe and Lounge,,Jagatpura,10 Dining Reviews,44 Delivery Reviews,Quick Bites ,"North Indian, Chinese",800,yes,no,yes,yes,2.8,3
The Country Roads Restaurant,,Malviya Nagar,4 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Street Food, North Indian, Chinese, Seafood",650,no,no,yes,yes,2.9,
The Crazy Chef,,Ajmer Highway,Does not offer Dining,Not enough Delivery Reviews,Quick Bites ,"Fast Food, American",300,no,no,yes,no,,
The Crispy Bun,,Jhotwara,Does not offer Dining,Not enough Delivery Reviews,Quick Bites ,"Fast Food, Beverages",250,no,no,yes,no,,
The Crunch,,C Scheme,17 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Fast Food, Beverages",400,no,no,yes,yes,3.5,
The Crunch,,Jagatpura,6 Dining Reviews,Does not offer Delivery,Quick Bites ,"Fast Food, Beverages",200,no,no,no,yes,3.2,
The Crust,,C Scheme,Does not offer Dining,227 Delivery Reviews,"Bakery, Quick Bites ","Bakery, Fast Food",200,yes,no,yes,no,,3.9
The Crust,,Vidhyadhar Nagar,289 Dining Reviews,"2,224 Delivery Reviews","Bakery, Quick Bites ","Bakery, Fast Food",300,yes,no,yes,yes,3.7,3.9
The Crust,,Vaishali Nagar,Does not offer Dining,"1,536 Delivery Reviews","Bakery, Quick Bites ","Bakery, Fast Food",300,no,no,yes,no,,4.1
The Crust,,Malviya Nagar,144 Dining Reviews,792 Delivery Reviews,"Bakery, Quick Bites ","Bakery, Fast Food",300,yes,no,yes,yes,3.4,3.4
The Dark Castle,,Mansarovar,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,Fast Food,200,no,no,no,yes,,
The Dark Kitchen,,Pratap Nagar,Does not offer Dining,Not enough Delivery Reviews,,"North Indian, Chinese",400,no,no,yes,no,,
The Dark Zone Cafe,,Ajmer Highway,8 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,Fast Food,250,no,no,yes,yes,3.2,
The Deck,,Khatipura Road,38 Dining Reviews,Does not offer Delivery,Bar ,"Finger Food, Mughlai",900,no,yes,no,yes,3.2,
The Deg,,Vaishali Nagar,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"Rajasthani, Mughlai, North Indian, Rolls",300,no,no,no,yes,,
The Deserts Company - By Wow Kitchens,,East Jaipur,Not enough Dining Reviews,Does not offer Delivery,,"Desserts, Bakery, Ice Cream",300,no,no,no,yes,,
The Deshi Dhaba,,Pratap Nagar,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,North Indian,350,no,no,yes,yes,,
The Desi Tadka Dhaba,,Mansarovar,9 Dining Reviews,34 Delivery Reviews,Dhaba ,North Indian,400,yes,no,yes,yes,2.9,3.1
The Dining Hall - Hotel Narain Niwas,,Narayan Singh Circle,7 Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Continental, Rajasthani","1,500",no,yes,no,yes,2.7,
The Dining Out Restaurant and Cafe,,Pratap Nagar,11 Dining Reviews,151 Delivery Reviews,Dhaba ,North Indian,150,yes,no,yes,yes,3.4,2.7
The Doors,,MI Road,208 Dining Reviews,"1,658 Delivery Reviews",Quick Bites ,"North Indian, South Indian, Chinese, Beverages",400,yes,no,yes,yes,3.9,3.8
The DP Bistro,,Malviya Nagar,Does not offer Dining,26 Delivery Reviews,Quick Bites ,"Fast Food, Beverages",300,yes,no,yes,no,,2.9
The Drink House,,Shyam Nagar,20 Dining Reviews,130 Delivery Reviews,Beverage Shop ,"Juices, Beverages",300,no,no,yes,yes,3.5,3.3
The Drunken House,,Ajmer Highway,8 Dining Reviews,Does not offer Delivery,Bar ,"Fast Food, Beverages",500,no,yes,no,yes,2.9,
The Durga's Restaurant,,Vidhyadhar Nagar,57 Dining Reviews,453 Delivery Reviews,Quick Bites ,"North Indian, Mughlai",400,no,no,yes,yes,3.4,3.6
The Eatery - Four Points By Sheraton,,Gopalpura,296 Dining Reviews,Not enough Delivery Reviews,Fine Dining ,"North Indian, Continental, Fast Food","1,800",no,yes,yes,yes,4,
The Eclectica,,Sodala,"1,957 Dining Reviews",Does not offer Delivery,"CAFÉ, Casual Dining ","Cafe, North Indian, Italian, Continental, Chinese, Mexican","1,250",yes,no,no,yes,4.4,
The ECR,,Jagatpura,4 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"North Indian, Fast Food",300,yes,no,yes,yes,3.1,
The Egg Zone,,Mansarovar,Does not offer Dining,54 Delivery Reviews,Kiosk ,Fast Food,150,no,no,yes,no,,3.4
The Eggcelent,,Shyam Nagar,45 Dining Reviews,307 Delivery Reviews,Quick Bites ,Chinese,200,no,no,yes,yes,2.7,3.8
The Eggetarian,,Raja Park,8 Dining Reviews,Not enough Delivery Reviews,,"Fast Food, Street Food",200,no,no,yes,yes,3.5,
The Epicurean Bites,,West Jaipur,8 Dining Reviews,Not enough Delivery Reviews,,"North Indian, Fast Food, Beverages",200,no,no,yes,yes,,
The Episode Cafe & Restaurant,,Sodala,118 Dining Reviews,Not enough Delivery Reviews,CAFÉ ,"Cafe, North Indian, Chinese, Fast Food",850,yes,no,yes,yes,4.1,
The Escape Bar,,MI Road,Not enough Dining Reviews,Does not offer Delivery,Bar ,Finger Food,"1,400",no,yes,no,yes,,
The Factory,,Ajmer Highway,66 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Fast Food, Beverages",200,yes,no,yes,yes,3.6,
The Fast Food,,North Jaipur,Does not offer Dining,Not enough Delivery Reviews,,"Fast Food, Pizza, Beverages",150,no,no,yes,no,,
The Feast,,C Scheme,263 Dining Reviews,"1,376 Delivery Reviews","CAFÉ, Bakery ","Cafe, Bakery, Italian",650,yes,no,yes,yes,4,3.5
The Feast,,Malviya Nagar,310 Dining Reviews,"2,015 Delivery Reviews",Quick Bites ,"Fast Food, Bakery, Desserts",500,yes,no,yes,yes,3.9,3.9
The Firangi Chicken,,C Scheme,87 Dining Reviews,"5,454 Delivery Reviews",Quick Bites ,"North Indian, Fast Food, Chinese",600,no,no,yes,yes,3.7,3.9
The Food 4 U,,Khatipura Road,28 Dining Reviews,59 Delivery Reviews,Casual Dining ,"Rajasthani, North Indian, Chinese",600,no,no,yes,yes,3.3,3.9
The Food Barn,,Jawahar Nagar,279 Dining Reviews,"3,083 Delivery Reviews",Quick Bites ,"North Indian, Chinese, Mughlai",600,no,no,yes,yes,4,3.7
The Food Exchange,,Mansarovar,Does not offer Dining,65 Delivery Reviews,,"Rolls, Fast Food",350,no,no,yes,no,,3
The Food Garage,,Achrol,4 Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Chinese, Fast Food, Italian",800,yes,no,no,yes,3.2,
The Food House,,Lal Kothi,22 Dining Reviews,Does not offer Delivery,CAFÉ ,"Cafe, Italian, Chinese, South Indian",500,yes,no,no,yes,2.6,
The Food Mahal,,Malviya Nagar,Does not offer Dining,Not enough Delivery Reviews,,"North Indian, Chinese, Beverages",400,no,no,yes,no,,
The Food Sthaan,,Sodala,10 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,Fast Food,200,no,no,yes,yes,3.5,
The Food Studio,,Amer Road,46 Dining Reviews,Not enough Delivery Reviews,CAFÉ ,"Cafe, Fast Food, Beverages",500,no,no,yes,yes,3.8,
The Food Zone,,C Scheme,5 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"North Indian, Fast Food, Street Food, Chinese, South Indian",200,yes,no,yes,yes,3.1,
The Foodtown Cafe And Restaurant,,Lal Kothi,40 Dining Reviews,95 Delivery Reviews,CAFÉ ,"Cafe, Chinese, North Indian, Fast Food, Beverages",500,no,no,yes,yes,3.6,3
The Fruitshop,,C Scheme,Not enough Dining Reviews,Does not offer Delivery,Beverage Shop ,"Juices, Desserts",150,no,no,no,yes,,
The Godfather Cafe,,Vaishali Nagar,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"Fast Food, Beverages",400,yes,no,no,yes,,
The Good Bowl,,Central Jaipur,Does not offer Dining,72 Delivery Reviews,,"Asian, Biryani, North Indian, Desserts",500,no,no,yes,no,,3.9
The Grand Kukas Restaurant,,Kukas,4 Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Chinese",600,yes,no,no,yes,2.2,
The Grand Peacock Restaurant,,Amer Road,16 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Mughlai, Beverages","1,200",no,no,yes,yes,2.9,
The Grand Signature Restaurant,,Amer Road,Not enough Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Chinese",600,no,no,yes,yes,,
The Grass Field Restro,,Raja Park,7 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"Chinese, North Indian, Fast Food",550,yes,no,yes,yes,3.3,
The Gravy Company By White Kitchens,,Lal Kothi,40 Dining Reviews,49 Delivery Reviews,Quick Bites ,North Indian,600,no,no,yes,yes,3.7,3.8
The Greasy Spoon,,Adarsh Nagar,40 Dining Reviews,37 Delivery Reviews,Casual Dining ,"North Indian, Italian, Chinese",600,yes,no,yes,yes,3.6,3.1
The Great Bite,,Mansarovar,Not enough Dining Reviews,Does not offer Delivery,,"North Indian, Chinese",300,no,no,no,yes,,
The Green Olive Bakery & Cafe,,Jhotwara,8 Dining Reviews,Not enough Delivery Reviews,"Bakery, CAFÉ ","Bakery, Cafe, Chinese",200,no,no,yes,yes,3.2,
The Green Restaurant,,MI Road,12 Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Fast Food, Chinese, Beverages",500,no,no,no,yes,3.7,
The Grill House,,Adarsh Nagar,636 Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Mughlai, Kebab, Afghan","1,200",no,yes,no,yes,4.2,
The Grill Restaurant,,MI Road,38 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Chinese, Fast Food",600,no,no,yes,yes,3.7,
The GSL Hotel & Restaurant,,Vaishali Nagar,12 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, South Indian, Chinese, Fast Food",400,yes,no,yes,yes,3.6,
The Gypsy Cafe,,Lal Kothi,9 Dining Reviews,Not enough Delivery Reviews,CAFÉ ,"Cafe, Chinese",600,no,no,yes,yes,3.2,
The Hideout Cafe 31,,Mansarovar,7 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Chinese, North Indian, Fast Food, Beverages",600,yes,no,yes,yes,2.5,
The Hippie Culture,,Mansarovar,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Fast Food, Chinese",350,no,no,yes,yes,,
The Hogger Cafe,,MI Road,Not enough Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"Fast Food, North Indian",600,no,no,yes,yes,,
The Home Kitchen,,Mansarovar,Does not offer Dining,Not enough Delivery Reviews,,"North Indian, Chinese, Rolls",300,no,no,yes,no,,
The Hot Drop Cafe & Lounge,,Malviya Nagar,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"Fast Food, Chinese, Beverages",600,yes,no,no,yes,,
The Hotel Mohammedi,,Bais Godam,12 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"North Indian, Mughlai",350,no,no,yes,yes,3.3,
The Hub,,Civil Lines,17 Dining Reviews,Does not offer Delivery,Bar ,"Finger Food, North Indian, Continental","1,600",no,yes,no,yes,3.2,
The Hub,,Gopalpura,50 Dining Reviews,72 Delivery Reviews,CAFÉ ,"Cafe, Fast Food, Chinese, North Indian",600,yes,no,yes,yes,3.7,3.8
The Hub Live Ice Cream Parlour,,South Jaipur,Does not offer Dining,Not enough Delivery Reviews,,"Desserts, Ice Cream, Beverages",100,no,no,yes,no,,
The Hungry Owl,,Mansarovar,Does not offer Dining,138 Delivery Reviews,,Fast Food,200,no,no,yes,no,,3.3
The Hungry Panda,,Malviya Nagar,Does not offer Dining,123 Delivery Reviews,Quick Bites ,Fast Food,300,yes,no,yes,no,,3.7
The Ice Cream & Coffee Bar,,Jhotwara,12 Dining Reviews,Not enough Delivery Reviews,Dessert Parlor ,Ice Cream,100,yes,no,yes,yes,3.3,
The Ice House,,Chitrakoot,Not enough Dining Reviews,Does not offer Delivery,Dessert Parlor ,"Ice Cream, Beverages",200,yes,no,no,yes,,
The I'm Vadapav,,Malviya Nagar,9 Dining Reviews,26 Delivery Reviews,Quick Bites ,"Fast Food, Street Food, Beverages",300,yes,no,yes,yes,2.8,3.7
The Indian Culture,,Shyam Nagar,10 Dining Reviews,Not enough Delivery Reviews,Food Court ,"Fast Food, North Indian",300,yes,no,yes,yes,3.2,
The Indian Rasoi,,Ajmer Highway,Not enough Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, South Indian, Fast Food",650,no,no,yes,yes,,
